,Year of Study,Primary Programme,Gender,Department,Housing Type,Q2-How many events have you Participated in ?,Q5-What are your levels of stress ?,Q6-How Satisfied You are with your Student Life ?,Q7-How much effort do you make to interact with others ?
2626,4,Bachelor of Env Studies (FOS),F,School of Science,Halls,2,4,1,2.0
2627,1,Bachelor of Arts,M,School of Arts & Social Science,Out of Campus,0,1,2,2.0
2628,4,Bachelor of Social Sciences,F,School of Arts & Social Science,Out of Campus,1,4,2,2.0
2629,1,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,3,1,3.0
2630,2,Bachelor of Laws,M,School of Law,Residential Colleges,2,2,2,2.0
2633,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,2,2,2.0
2634,1,Bachelor of Science (Pharmacy),F,School of Science,Out of Campus,0,2,2,2.0
2635,4,Bachelor of Science,F,School of Science,Out of Campus,0,2,1,1.0
2637,2,Bachelor of Business Admin,F,School of Business School,Halls,2,7,2,3.0
2638,1,Bachelor of Science (SOC),M,School of Computing,Residences,1,1,3,3.0
2640,1,Bachelor of Science (SDE),F,School of Design & Environment,Residential Colleges,1,3,2,2.0
2642,1,Bachelor of Computing,M,School of Computing,Out of Campus,2,3,2,2.0
2644,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,3,2,3.0
2645,1,Bachelor of Science,F,School of Science,Halls,2,4,2,2.0
2647,2,Bachelor of Arts,M,School of Arts & Social Science,Out of Campus,2,4,2,2.0
2649,4,Bachelor of Social Sciences,F,School of Arts & Social Science,Out of Campus,0,4,2,1.0
2650,3,Bachelor of Engineering,M,School of Engineering,Out of Campus,1,2,3,1.0
2651,1,Bachelor of Arts,M,School of Arts & Social Science,Out of Campus,2,6,2,2.0
2652,1,Bachelor of Engineering,F,School of Engineering,Out of Campus,2,2,2,2.0
2654,4,Bachelor of Social Sciences,F,School of Arts & Social Science,Out of Campus,2,2,2,2.0
2655,3,Bachelor of Arts,F,School of Arts & Social Science,Halls,2,2,2,2.0
2656,1,Bachelor of Science,F,School of Science,Residential Colleges,2,7,2,2.0
2657,3,Bachelor of Science (Pharmacy),F,School of Science,Out of Campus,1,2,2,3.0
2658,4,Bachelor of Science,F,School of Science,Halls,1,1,1,1.0
2659,4,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,4,4,1,2.0
2660,2,Bachelor of Engineering,M,School of Engineering,Halls,1,2,2,2.0
2661,1,Bachelor of Business Admin,F,School of Business School,Halls,2,2,2,2.0
2662,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,0,4,2,2.0
2663,2,Bachelor of Dental Surgery,F,School of Dentistry,Out of Campus,2,6,1,1.0
2664,1,Bachelor of Science (Nursing),F,School of Medicine1,Halls,1,3,2,2.0
2665,2,Bachelor of Arts,F,School of Arts & Social Science,Residences,1,4,2,2.0
2666,4,Bachelor of Science (Nursing),F,School of Medicine1,Residences,2,2,2,2.0
2667,1,Bachelor of Business Admin,F,School of Business School,Halls,1,6,2,3.0
2668,1,Bachelor of Business Admin,F,School of Business School,Residential Colleges,3,3,2,2.0
2669,2,Bachelor of Engineering,M,School of Engineering,Out of Campus,1,2,2,2.0
2670,3,"Bach. of Med.,Bach. of Surg.",F,School of Medicine1,Out of Campus,0,6,2,2.0
2671,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,6,2,2.0
2672,4,Bachelor of Science,F,School of Science,Out of Campus,2,3,1,1.0
2673,3,Bachelor of Science,F,School of Science,Out of Campus,3,2,2,2.0
2674,3,Bachelor of Science (Pharmacy),M,School of Science,Halls,0,1,2,2.0
2675,3,Bachelor of Engineering,F,School of Engineering,Out of Campus,1,1,2,2.0
2677,3,Bachelor of Science,M,School of Science,Halls,1,4,3,3.0
2678,3,Bachelor of Science,F,School of Science,Out of Campus,0,0,2,2.0
2679,2,Bachelor of Engineering,M,School of Engineering,Out of Campus,3,2,2,2.0
2680,3,Bachelor of Science (Pharmacy),M,School of Science,Out of Campus,1,2,2,2.0
2681,1,Bachelor of Science (Pharmacy),F,School of Science,Out of Campus,0,2,1,2.0
2682,4,Bachelor of Engineering,M,School of Engineering,Out of Campus,1,3,2,2.0
2684,2,Bachelor of Engineering,M,School of Engineering,Out of Campus,0,1,1,2.0
2685,3,Bachelor of Arts,M,School of Arts & Social Science,Out of Campus,2,2,2,2.0
2686,1,Bachelor of Science (SDE),M,School of Design & Environment,Residential Colleges,1,2,3,2.0
2687,2,Bachelor of Engineering,F,School of Engineering,Residences,2,7,2,1.0
2688,1,Bachelor of Engineering,F,School of Engineering,Out of Campus,1,5,2,3.0
2689,2,Bachelor of Engineering,F,School of Engineering,Out of Campus,1,5,2,1.0
2690,1,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,0,2,2,2.0
2692,2,Bachelor of Arts,M,School of Arts & Social Science,Out of Campus,0,2,2,3.0
2695,1,Bachelor of Business Admin,F,School of Business School,Out of Campus,0,4,1,2.0
2696,2,Bachelor of Dental Surgery,F,School of Dentistry,Out of Campus,3,2,2,2.0
2697,1,Bachelor of Science,F,School of Science,Out of Campus,0,5,2,2.0
2698,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,5,1,1.0
2700,1,Bachelor of Science (SOC),F,School of Computing,Halls,1,4,2,2.0
2701,3,Bachelor of Computing,M,School of Computing,Out of Campus,1,4,2,2.0
2702,4,Bachelor of Engineering,F,School of Engineering,Halls,3,2,2,2.0
2703,3,Bachelor of Business Admin,F,School of Business School,Out of Campus,1,6,1,1.0
2704,1,Bachelor of Arts,F,School of Arts & Social Science,Halls,1,3,2,2.0
2705,1,Bachelor of Engineering,F,School of Engineering,Out of Campus,1,2,2,2.0
2706,2,Bachelor of Business Admin,M,School of Business School,Residences,4,9,2,1.0
2708,1,Bachelor of Business Admin,F,School of Business School,Residential Colleges,3,5,2,2.0
2709,4,Bachelor of Science (Pharmacy),F,School of Science,Out of Campus,2,2,2,3.0
2710,2,Bachelor of Business Admin,F,School of Business School,Out of Campus,1,1,2,2.0
2711,1,Bachelor of Business Admin,F,School of Business School,Out of Campus,3,2,2,1.0
2712,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,2,4,2,2.0
2713,1,Bachelor of Business Admin,F,School of Business School,Out of Campus,2,3,1,2.0
2714,2,Bachelor of Computing,F,School of Computing,Out of Campus,0,2,2,2.0
2715,2,Bachelor of Engineering,F,School of Engineering,Out of Campus,1,1,2,2.0
2716,2,Bachelor of Engineering,M,School of Engineering,Halls,1,5,1,2.0
2718,3,Bachelor of Science,F,School of Science,Out of Campus,1,2,1,1.0
2719,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,2,1,2,2.0
2720,4,Bachelor of Engineering,F,School of Engineering,Out of Campus,1,1,2,2.0
2721,1,Bachelor of Arts,F,School of Arts & Social Science,Residential Colleges,2,1,2,2.0
2722,3,Bachelor of Science,F,School of Science,Out of Campus,0,3,2,2.0
2723,2,Bachelor of Science,F,School of Science,Out of Campus,1,3,2,2.0
2724,5,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,4,9,2,3.0
2725,2,Bachelor of Arts,M,School of Arts & Social Science,Out of Campus,0,4,2,2.0
2726,2,Bachelor of Engineering,M,School of Engineering,Out of Campus,1,4,2,2.0
2727,3,Bachelor of Engineering,M,School of Engineering,Residences,1,5,2,1.0
2728,3,Bachelor of Science,F,School of Science,Out of Campus,3,4,2,2.0
2729,1,Bachelor of Science (SDE),F,School of Design & Environment,Out of Campus,2,3,2,2.0
2730,1,Bachelor of Science,M,School of Science,Out of Campus,0,3,2,2.0
2731,2,Bachelor of Engineering,M,School of Engineering,Out of Campus,2,2,2,2.0
2732,2,Bachelor of Business Admin,F,School of Business School,Out of Campus,2,3,2,2.0
2733,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,2,3,3,2.0
2734,4,Bachelor of Social Sciences,F,School of Arts & Social Science,Halls,1,3,2,2.0
2735,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,1,2,1.0
2736,3,"Bach. of Med.,Bach. of Surg.",M,School of Medicine1,Out of Campus,1,1,2,2.0
2737,2,Bachelor of Science,F,School of Science,Out of Campus,1,3,2,1.0
2738,1,Bachelor of Business Admin,F,School of Business School,Halls,2,5,2,2.0
2739,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,3,2,2,2.0
2740,1,Bachelor of Engineering,M,School of Engineering,Out of Campus,0,1,2,2.0
2741,2,Bachelor of Science (SDE),F,School of Design & Environment,Out of Campus,1,5,3,3.0
2742,3,Bachelor of Science,F,School of Science,Out of Campus,1,2,2,2.0
2743,3,Bachelor of Business Admin,M,School of Business School,Out of Campus,2,3,3,3.0
2744,2,Bachelor of Engineering,M,School of Engineering,Residential Colleges,3,3,2,2.0
2745,4,Bachelor of Science,F,School of Science,Out of Campus,0,3,2,1.0
2746,1,"Bach. of Med.,Bach. of Surg.",M,School of Medicine1,Halls,1,1,3,2.0
2749,1,Bachelor of Engineering,M,School of Engineering,Halls,2,2,2,2.0
2750,1,Bachelor of Engineering,M,School of Engineering,Halls,2,2,1,2.0
2751,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,3,2,2.0
2752,4,"Bach. of Med.,Bach. of Surg.",F,School of Medicine1,Out of Campus,1,2,2,2.0
2754,1,Bachelor of Computing,M,School of Computing,Out of Campus,2,3,2,3.0
2755,1,Bachelor of Computing,M,School of Computing,Out of Campus,3,5,2,2.0
2756,2,"Bach. of Med.,Bach. of Surg.",F,School of Medicine1,Out of Campus,4,2,3,2.0
2757,1,"Bach. of Med.,Bach. of Surg.",F,School of Medicine1,Halls,2,5,1,2.0
2758,1,Bachelor of Arts (SDE),F,School of Design & Environment,Residential Colleges,1,6,2,2.0
2760,1,Bachelor of Science,F,School of Science,Halls,2,1,2,3.0
2761,2,Bachelor of Science (SDE),F,School of Design & Environment,Halls,3,6,2,2.0
2762,2,Bachelor of Business Admin,F,School of Business School,Halls,4,4,3,2.0
2763,3,Bachelor of Engineering,M,School of Engineering,Halls,1,1,2,2.0
2765,1,Bachelor of Engineering,F,School of Engineering,Residential Colleges,1,1,2,3.0
2767,2,Bachelor of Engineering,M,School of Engineering,Halls,2,1,2,3.0
2768,4,Bachelor of Dental Surgery,M,School of Dentistry,Halls,2,2,2,2.0
2770,3,Bachelor of Engineering,F,School of Engineering,Out of Campus,2,4,2,2.0
2772,1,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,0,2,2,2.0
2773,3,Bachelor of Science (Pharmacy),F,School of Science,Out of Campus,1,2,0,2.0
2775,1,"Bach. of Med.,Bach. of Surg.",M,School of Medicine1,Out of Campus,1,2,3,3.0
2776,3,Bachelor of Science (SDE),F,School of Design & Environment,Out of Campus,0,4,2,1.0
2777,3,Bachelor of Science (SDE),F,School of Design & Environment,Out of Campus,1,5,2,1.0
2778,1,Bachelor of Science,F,School of Science,Out of Campus,0,5,2,2.0
2779,3,Bachelor of Business Admin,M,School of Business School,Halls,4,3,2,1.0
2780,3,Bachelor of Computing,M,School of Computing,Residential Colleges,1,2,2,3.0
2781,2,Bachelor of Science,F,School of Science,Out of Campus,1,2,2,1.0
2782,1,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,3,2,2.0
2784,4,Bachelor of Science (SOC),F,School of Computing,Out of Campus,1,2,3,3.0
2785,3,Bachelor of Science (SDE),F,School of Design & Environment,Out of Campus,0,5,2,1.0
2786,4,Bachelor of Science,M,School of Science,Halls,3,2,2,2.0
2788,3,Bachelor of Business Admin,F,School of Business School,Out of Campus,1,2,2,2.0
2790,3,Bachelor of Engineering,M,School of Engineering,Out of Campus,3,2,3,1.0
2791,3,Bachelor of Computing,M,School of Computing,Out of Campus,4,1,2,2.0
2792,4,Bachelor of Engineering,M,School of Engineering,Halls,2,3,2,2.0
2793,1,Bachelor of Science,M,School of Science,Out of Campus,2,4,1,1.0
2794,4,Bachelor of Business Admin,F,School of Business School,Out of Campus,3,2,2,2.0
2795,3,Bachelor of Science,F,School of Science,Halls,2,4,2,2.0
2796,4,Bachelor of Science (SDE),F,School of Design & Environment,Out of Campus,2,1,2,1.0
2799,3,Bachelor of Science (Pharmacy),F,School of Science,Halls,1,4,2,2.0
2800,1,Bachelor of Business Admin,F,School of Business School,Out of Campus,2,3,1,3.0
2801,4,Bachelor of Business Admin,F,School of Business School,Out of Campus,2,5,2,2.0
2802,3,Bachelor of Business Admin,M,School of Business School,Out of Campus,2,2,2,2.0
2803,4,"Bach. of Med.,Bach. of Surg.",M,School of Medicine1,Out of Campus,2,1,2,2.0
2804,4,Bachelor of Social Sciences,M,School of Arts & Social Science,Out of Campus,1,2,2,2.0
2805,3,Bachelor of Science (Pharmacy),M,School of Science,Halls,2,4,3,1.0
2806,2,Bachelor of Business Admin,F,School of Business School,Out of Campus,1,4,2,2.0
2807,2,Bachelor of Engineering,F,School of Engineering,Out of Campus,2,3,2,2.0
2808,3,Bachelor of Science,F,School of Science,Out of Campus,3,1,2,2.0
2809,3,Bachelor of Science,F,School of Science,Out of Campus,0,4,2,3.0
2810,2,Bachelor of Engineering,F,School of Engineering,Out of Campus,2,4,2,2.0
2811,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,0,1,2,1.0
2812,1,Bachelor of Science,M,School of Science,Out of Campus,2,4,2,2.0
2813,1,Bachelor of Science (SDE),F,School of Design & Environment,Out of Campus,1,3,2,1.0
2814,1,Bachelor of Science,M,School of Science,Out of Campus,2,3,2,3.0
2815,3,Bachelor of Science,F,School of Science,Out of Campus,0,3,1,1.0
2816,1,Bachelor of Engineering,M,School of Engineering,Out of Campus,1,3,2,2.0
2817,1,Bachelor of Science,M,School of Science,Halls,1,2,2,2.0
2819,1,Bachelor of Engineering,F,School of Engineering,Out of Campus,0,2,1,1.0
2820,4,Bachelor of Social Sciences,F,School of Arts & Social Science,Out of Campus,1,4,2,2.0
2821,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,0,3,2,2.0
2822,4,Bachelor of Engineering,M,School of Engineering,Out of Campus,1,5,2,1.0
2824,2,Bachelor of Arts (SDE),F,School of Design & Environment,Halls,2,5,2,3.0
2825,3,Bachelor of Business Admin,M,School of Business School,Halls,1,1,2,1.0
2826,1,Bachelor of Science (SDE),M,School of Design & Environment,Out of Campus,2,1,2,2.0
2827,2,Bachelor of Computing,F,School of Computing,Out of Campus,2,3,1,3.0
2828,1,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,2,1,1.0
2829,1,Bachelor of Arts,F,School of Arts & Social Science,Residential Colleges,2,4,2,2.0
2830,3,Bachelor of Science,F,School of Science,Out of Campus,2,4,2,2.0
2831,1,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,1,2,2.0
2832,4,Bachelor of Science (SDE),F,School of Design & Environment,Out of Campus,1,3,2,1.0
2833,4,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,2,2,2.0
2834,1,Bachelor of Engineering,F,School of Engineering,Halls,2,4,2,3.0
2835,1,Bachelor of Computing,F,School of Computing,Residential Colleges,4,5,2,2.0
2836,3,Bachelor of Science,F,School of Science,Out of Campus,1,1,2,2.0
2837,4,Bachelor of Science,M,School of Science,Halls,1,2,3,2.0
2838,4,Bachelor of Social Sciences,F,School of Arts & Social Science,Out of Campus,2,1,2,2.0
2839,3,Bachelor of Engineering (CEG),F,School of Multi Disciplinary Programme,Out of Campus,2,4,2,2.0
2840,2,Bachelor of Engineering,M,School of Engineering,Out of Campus,0,3,2,2.0
2841,2,Bachelor of Arts,F,School of Arts & Social Science,Residences,2,3,1,2.0
2842,2,Bachelor of Computing,M,School of Computing,Out of Campus,2,3,2,1.0
2845,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,2,1,1.0
2846,2,Bachelor of Business Admin,F,School of Business School,Residential Colleges,2,1,2,2.0
2847,1,Bachelor of Business Admin,M,School of Business School,Halls,1,3,2,3.0
2848,3,Bachelor of Science (SDE),F,School of Design & Environment,Out of Campus,0,6,2,2.0
2849,3,Bachelor of Science (Pharmacy),F,School of Science,Out of Campus,1,3,2,1.0
2850,5,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,2,2,2.0
2851,3,Bachelor of Science (Pharmacy),F,School of Science,Out of Campus,3,5,2,2.0
2852,4,Bachelor of Science (SDE),F,School of Design & Environment,Out of Campus,0,3,2,2.0
2853,2,Bachelor of Science,F,School of Science,Out of Campus,1,6,2,2.0
2854,2,Bachelor of Science,M,School of Science,Halls,1,4,2,2.0
2855,2,Bachelor of Business Admin,M,School of Business School,Out of Campus,2,2,2,3.0
2856,2,Bachelor of Science,M,School of Science,Halls,2,1,2,2.0
2857,2,Bachelor of Science,M,School of Science,Halls,2,6,2,2.0
2858,2,Bachelor of Arts,M,School of Arts & Social Science,Out of Campus,0,4,1,2.0
2859,2,Yale-University Bachelor's Program,M,School of Foreign College,Out of Campus,3,8,2,2.0
2860,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,3,7,3,3.0
2861,2,Bachelor of Arts,F,School of Arts & Social Science,Residential Colleges,2,3,2,2.0
2862,3,Bachelor of Business Admin,F,School of Business School,Out of Campus,1,3,0,1.0
2863,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,4,2,2.0
